# NVIDIA H100 80GB HBM3, 132 SMs, cold weights, 11 repetitions; synthetic BF16 inputs
M,N,K,variant,us,weight_GBs,lt_mismatches,max_abs_lt,cpu_max_abs,cpu_failures,repeat_mismatches
2,3840,4096,native_gemv_grid132,26.784,1174.48,17,0.001953125,0.0009963008,0,0
2,3840,4096,native_gemv_grid528,24.672,1275.02,17,0.001953125,0.0009963008,0,0
2,3840,4096,existing_s1,40.832,770.41,0,0,0.0009963008,0,0
2,3840,4096,transpose_bk128_d3_s1,31.552,997.00,0,0,0.0009963008,0,0
2,3840,4096,transpose_bk256_d2_s1,24.256,1296.89,0,0,0.0009963008,0,0
2,3840,4096,driver_transpose_bk128_d3_s1,25.120,1252.28,0,0,0.0009963008,0,0
2,3840,4096,driver_transpose_bk256_d2_s1,24.352,1291.77,0,0,0.0009963008,0,0
2,3840,4096,existing_s4,23.104,1361.55,16,0.001953125,0.0009963008,0,0
2,3840,4096,transpose_bk128_d3_s4,17.760,1771.24,16,0.001953125,0.0009963008,0,0
2,3840,4096,transpose_bk256_d2_s4,17.280,1820.44,16,0.001953125,0.0009963008,0,0
2,3840,4096,driver_transpose_bk128_d3_s4,18.016,1746.07,16,0.001953125,0.0009963008,0,0
2,3840,4096,driver_transpose_bk256_d2_s4,17.856,1761.72,16,0.001953125,0.0009963008,0,0
2,3840,4096,existing_s8,23.264,1352.19,18,0.001953125,0.0009963008,0,0
2,3840,4096,transpose_bk128_d3_s8,18.880,1666.17,19,0.001953125,0.0009963008,0,0
2,3840,4096,transpose_bk256_d2_s8,19.040,1652.17,19,0.001953125,0.0009963008,0,0
2,3840,4096,driver_transpose_bk128_d3_s8,19.424,1619.51,19,0.001953125,0.0009963008,0,0
2,3840,4096,driver_transpose_bk256_d2_s8,19.328,1627.55,19,0.001953125,0.0009963008,0,0
4,3840,4096,cublaslt,15.008,2096.03,0,0,0.0009309797,0,0
4,3840,4096,native_gemv_grid132,31.104,1011.36,32,0.001953125,0.0009309797,0,0
4,3840,4096,native_gemv_grid528,27.680,1136.46,32,0.001953125,0.0009309797,0,0
4,3840,4096,existing_s1,40.032,785.80,0,0,0.0009309797,0,0
4,3840,4096,transpose_bk128_d3_s1,31.552,997.00,0,0,0.0009309797,0,0
4,3840,4096,transpose_bk256_d2_s1,24.192,1300.32,0,0,0.0009309797,0,0
4,3840,4096,driver_transpose_bk128_d3_s1,25.120,1252.28,0,0,0.0009309797,0,0
4,3840,4096,driver_transpose_bk256_d2_s1,24.384,1290.08,0,0,0.0009309797,0,0
4,3840,4096,existing_s4,21.312,1476.04,31,0.001953125,0.0009309797,0,0
4,3840,4096,transpose_bk128_d3_s4,17.952,1752.30,31,0.001953125,0.0009309797,0,0
4,3840,4096,transpose_bk256_d2_s4,17.344,1813.73,31,0.001953125,0.0009309797,0,0
4,3840,4096,driver_transpose_bk128_d3_s4,17.952,1752.30,31,0.001953125,0.0009309797,0,0
4,3840,4096,driver_transpose_bk256_d2_s4,17.504,1797.15,31,0.001953125,0.0009309797,0,0
4,3840,4096,existing_s8,22.528,1396.36,35,0.001953125,0.0009309797,0,0
4,3840,4096,transpose_bk128_d3_s8,19.232,1635.67,35,0.001953125,0.0009309797,0,0
4,3840,4096,transpose_bk256_d2_s8,19.392,1622.18,35,0.001953125,0.0009309797,0,0
4,3840,4096,driver_transpose_bk128_d3_s8,19.360,1624.86,35,0.001953125,0.0009309797,0,0
4,3840,4096,driver_transpose_bk256_d2_s8,19.392,1622.18,35,0.001953125,0.0009309797,0,0
8,3840,4096,cublaslt,15.904,1977.95,0,0,0.001734847,0,0
